order_id,payment_id,gross,captured_at
ORD_003019,PAY_003019,219.02,2025-03-10
ORD_003033,PAY_003033,192.59,2025-03-10
ORD_003265,PAY_003265,33.79,2025-03-10
ORD_003415,PAY_003415,309.44,2025-03-10
ORD_003536,PAY_003536,304.64,2025-03-10
ORD_003848,PAY_003848,258.76,2025-03-10
ORD_003983,PAY_003983,106.57,2025-03-10
ORD_004224,PAY_004224,412.46,2025-03-05
ORD_004343,PAY_004343,43.77,2025-03-10
ORD_004423,PAY_004423,121.51,2025-03-10
ORD_004428,PAY_004428,72.98,2025-03-10
ORD_004437,PAY_004437,193.17,2025-03-10
ORD_004469,PAY_004469,447.99,2025-03-10
ORD_004528,PAY_004528,420.29,2025-03-10
ORD_004590,PAY_004590,426.23,2025-03-10
ORD_004733,PAY_004733,319.76,2025-03-10
ORD_004954,PAY_004954,313.79,2025-03-10
ORD_004955,PAY_004955,469.27,2025-03-10
ORD_000426,PAY_000426,481.67,2025-03-11
ORD_000653,PAY_000653,128.81,2025-03-11
ORD_001685,PAY_001685,493.42,2025-03-11
ORD_001813,PAY_001813,385.94,2025-03-11
ORD_002119,PAY_002119,380.21,2025-03-11
ORD_002381,PAY_002381,50.72,2025-03-11
ORD_002686,PAY_002686,181.35,2025-03-11
ORD_002715,PAY_002715,480.84,2025-03-10
ORD_003994,PAY_003994,5.69,2025-03-11
ORD_004477,PAY_004477,449.64,2025-03-11
ORD_004867,PAY_004867,200.41,2025-03-11
ORD_004952,PAY_004952,309.95,2025-03-11
ORD_000191,PAY_000191,473.97,2025-03-12
ORD_000205,PAY_000205,88.79,2025-03-10
ORD_000415,PAY_000415,124.46,2025-03-12
ORD_000561,PAY_000561,135.90,2025-03-12
ORD_000700,PAY_000700,427.60,2025-03-12
ORD_000752,PAY_000752,299.54,2025-03-12
ORD_000770,PAY_000770,238.80,2025-03-12
ORD_000892,PAY_000892,364.18,2025-03-12
ORD_001080,PAY_001080,404.96,2025-03-12
ORD_001983,PAY_001983,393.08,2025-03-12
ORD_002099,PAY_002099,476.37,2025-03-11
ORD_002629,PAY_002629,335.35,2025-03-12
ORD_002916,PAY_002916,411.52,2025-03-12
ORD_002985,PAY_002985,373.26,2025-03-12
ORD_003333,PAY_003333,41.81,2025-03-12
ORD_003664,PAY_003664,197.18,2025-03-11
ORD_003701,PAY_003701,45.64,2025-03-12
ORD_004483,PAY_004483,356.76,2025-03-12
ORD_004561,PAY_004561,498.76,2025-03-12
ORD_004816,PAY_004816,112.30,2025-03-10
ORD_004950,PAY_004950,290.91,2025-03-10
ORD_004957,PAY_004957,261.30,2025-03-12
ORD_004963,PAY_004963,286.31,2025-03-12
ORD_004964,PAY_004964,107.18,2025-03-10
ORD_004981,PAY_004981,384.51,2025-03-07
ORD_000253,PAY_000253,266.45,2025-03-13
ORD_000726,PAY_000726,27.52,2025-03-13
ORD_000952,PAY_000952,167.88,2025-03-13
ORD_001049,PAY_001049,376.12,2025-03-13
ORD_001638,PAY_001638,37.62,2025-03-13
ORD_001692,PAY_001692,399.50,2025-03-13
ORD_001740,PAY_001740,399.93,2025-03-13
ORD_001784,PAY_001784,378.11,2025-03-13
ORD_002607,PAY_002607,402.28,2025-03-10
ORD_002663,PAY_002663,283.62,2025-03-13
ORD_002711,PAY_002711,38.65,2025-03-13
ORD_002805,PAY_002805,140.20,2025-03-13
ORD_002843,PAY_002843,379.80,2025-03-13
ORD_002938,PAY_002938,457.31,2025-03-13
ORD_002958,PAY_002958,163.89,2025-03-13
ORD_003062,PAY_003062,71.08,2025-03-13
ORD_003433,PAY_003433,225.14,2025-03-13
ORD_003607,PAY_003607,125.01,2025-03-13
ORD_003648,PAY_003648,137.61,2025-03-13
ORD_004519,PAY_004519,490.20,2025-03-13
ORD_004691,PAY_004691,365.34,2025-03-13
ORD_004711,PAY_004711,232.30,2025-03-13
ORD_004871,PAY_004871,265.86,2025-03-13
ORD_000283,PAY_000283,115.58,2025-03-14
ORD_000951,PAY_000951,360.53,2025-03-14
ORD_001090,PAY_001090,350.52,2025-03-11
ORD_001858,PAY_001858,176.19,2025-03-14
ORD_002023,PAY_002023,227.22,2025-03-14
ORD_002373,PAY_002373,383.36,2025-03-14
ORD_002543,PAY_002543,415.53,2025-03-14
ORD_002712,PAY_002712,151.75,2025-03-14
ORD_002873,PAY_002873,217.76,2025-03-14
ORD_003049,PAY_003049,395.03,2025-03-14
ORD_003407,PAY_003407,185.75,2025-03-14
ORD_003727,PAY_003727,304.82,2025-03-14
ORD_003746,PAY_003746,103.34,2025-03-14
ORD_003763,PAY_003763,158.20,2025-03-14
ORD_004016,PAY_004016,324.96,2025-03-14
ORD_004150,PAY_004150,492.85,2025-03-14
ORD_004165,PAY_004165,18.19,2025-03-14
ORD_004554,PAY_004554,173.81,2025-03-14
ORD_004933,PAY_004933,136.08,2025-03-14
ORD_000172,PAY_000172,452.96,2025-03-17
ORD_000189,PAY_000189,191.23,2025-03-17
ORD_000347,PAY_000347,46.87,2025-03-17
ORD_000780,PAY_000780,146.98,2025-03-17
ORD_000829,PAY_000829,419.84,2025-03-17
ORD_000908,PAY_000908,118.55,2025-03-17
ORD_000925,PAY_000925,42.74,2025-03-17
ORD_000970,PAY_000970,83.87,2025-03-17
ORD_001062,PAY_001062,373.28,2025-03-17
ORD_001093,PAY_001093,154.08,2025-03-17
ORD_001172,PAY_001172,294.60,2025-03-17
ORD_001303,PAY_001303,267.15,2025-03-17
ORD_001546,PAY_001546,360.09,2025-03-12
ORD_001610,PAY_001610,350.37,2025-03-17
ORD_001652,PAY_001652,61.04,2025-03-17
ORD_001733,PAY_001733,270.35,2025-03-17
ORD_001782,PAY_001782,391.15,2025-03-17
ORD_001859,PAY_001859,341.75,2025-03-17
ORD_001986,PAY_001986,63.80,2025-03-17
ORD_002068,PAY_002068,487.03,2025-03-17
ORD_002171,PAY_002171,234.93,2025-03-17
ORD_002178,PAY_002178,482.60,2025-03-17
ORD_002198,PAY_002198,148.85,2025-03-17
ORD_002225,PAY_002225,429.77,2025-03-17
ORD_002243,PAY_002243,272.61,2025-03-17
ORD_002246,PAY_002246,348.86,2025-03-17
ORD_002324,PAY_002324,147.91,2025-03-17
ORD_002396,PAY_002396,485.63,2025-03-17
ORD_002405,PAY_002405,103.35,2025-03-13
ORD_002557,PAY_002557,120.67,2025-03-17
ORD_002688,PAY_002688,87.05,2025-03-17
ORD_002778,PAY_002778,52.54,2025-03-17
ORD_002964,PAY_002964,58.31,2025-03-17
ORD_003032,PAY_003032,187.51,2025-03-17
ORD_003098,PAY_003098,310.21,2025-03-17
ORD_003181,PAY_003181,380.31,2025-03-17
ORD_003302,PAY_003302,224.14,2025-03-17
ORD_003736,PAY_003736,111.62,2025-03-17
ORD_003867,PAY_003867,4.53,2025-03-17
ORD_004003,PAY_004003,207.69,2025-03-12
ORD_004145,PAY_004145,214.25,2025-03-17
ORD_004229,PAY_004229,206.11,2025-03-17
ORD_004414,PAY_004414,314.51,2025-03-17
ORD_004547,PAY_004547,104.56,2025-03-17
ORD_000308,PAY_000308,126.40,2025-03-18
ORD_000750,PAY_000750,265.81,2025-03-17
ORD_000940,PAY_000940,193.68,2025-03-18
ORD_001245,PAY_001245,172.44,2025-03-18
ORD_001599,PAY_001599,489.61,2025-03-18
ORD_001607,PAY_001607,281.71,2025-03-18
ORD_001650,PAY_001650,318.93,2025-03-18
ORD_001938,PAY_001938,348.04,2025-03-13
ORD_002085,PAY_002085,187.61,2025-03-18
ORD_002116,PAY_002116,303.36,2025-03-18
ORD_002161,PAY_002161,232.38,2025-03-18
ORD_002188,PAY_002188,159.63,2025-03-18
ORD_002366,PAY_002366,382.08,2025-03-18
ORD_003440,PAY_003440,159.15,2025-03-18
ORD_003935,PAY_003935,36.61,2025-03-18
ORD_004010,PAY_004010,144.52,2025-03-18
ORD_004045,PAY_004045,262.53,2025-03-17
ORD_004047,PAY_004047,172.24,2025-03-18
ORD_004245,PAY_004245,211.66,2025-03-18
ORD_004629,PAY_004629,90.82,2025-03-18
ORD_000145,PAY_000145,404.19,2025-03-19
ORD_001328,PAY_001328,31.01,2025-03-19
ORD_001583,PAY_001583,375.00,2025-03-19
ORD_002165,PAY_002165,94.18,2025-03-19
ORD_003026,PAY_003026,195.96,2025-03-19
ORD_003059,PAY_003059,253.16,2025-03-19
ORD_003079,PAY_003079,387.03,2025-03-19
ORD_003389,PAY_003389,73.06,2025-03-19
ORD_004115,PAY_004115,160.43,2025-03-19
ORD_004722,PAY_004722,373.60,2025-03-19
ORD_004893,PAY_004893,262.57,2025-03-19
ORD_000102,PAY_000102,229.79,2025-03-18
ORD_000107,PAY_000107,368.99,2025-03-20
ORD_000371,PAY_000371,317.98,2025-03-20
ORD_000444,PAY_000444,9.84,2025-03-20
ORD_000819,PAY_000819,92.81,2025-03-20
ORD_000901,PAY_000901,228.44,2025-03-17
ORD_001118,PAY_001118,126.22,2025-03-20
ORD_001208,PAY_001208,310.35,2025-03-17
ORD_001515,PAY_001515,366.76,2025-03-20
ORD_001529,PAY_001529,195.76,2025-03-20
ORD_002120,PAY_002120,169.14,2025-03-20
ORD_002458,PAY_002458,54.09,2025-03-20
ORD_002614,PAY_002614,44.96,2025-03-20
ORD_002734,PAY_002734,277.01,2025-03-20
ORD_002837,PAY_002837,248.15,2025-03-20
ORD_003118,PAY_003118,405.97,2025-03-20
ORD_003119,PAY_003119,498.81,2025-03-20
ORD_003252,PAY_003252,208.01,2025-03-20
ORD_003799,PAY_003799,9.65,2025-03-20
ORD_003826,PAY_003826,144.46,2025-03-20
ORD_003889,PAY_003889,211.94,2025-03-17
ORD_003963,PAY_003963,495.18,2025-03-20
ORD_004403,PAY_004403,299.35,2025-03-20
ORD_004494,PAY_004494,5.00,2025-03-20
ORD_004630,PAY_004630,184.16,2025-03-20
ORD_004633,PAY_004633,267.71,2025-03-20
ORD_004644,PAY_004644,176.10,2025-03-20
ORD_004669,PAY_004669,347.25,2025-03-20
ORD_004765,PAY_004765,338.88,2025-03-20
ORD_000660,PAY_000660,59.04,2025-03-21
ORD_001052,PAY_001052,435.84,2025-03-21
ORD_001605,PAY_001605,480.25,2025-03-21
ORD_001651,PAY_001651,301.48,2025-03-21
ORD_001876,PAY_001876,480.36,2025-03-19
ORD_002061,PAY_002061,492.71,2025-03-18
ORD_002157,PAY_002157,376.48,2025-03-21
ORD_002504,PAY_002504,358.72,2025-03-21
ORD_002876,PAY_002876,61.46,2025-03-21
ORD_003220,PAY_003220,418.22,2025-03-21
ORD_003282,PAY_003282,19.10,2025-03-21
ORD_003331,PAY_003331,242.51,2025-03-21
ORD_003621,PAY_003621,124.23,2025-03-21
ORD_003640,PAY_003640,323.34,2025-03-21
ORD_003851,PAY_003851,254.17,2025-03-21
ORD_004081,PAY_004081,168.72,2025-03-21
ORD_004778,PAY_004778,377.26,2025-03-21
ORD_004821,PAY_004821,225.81,2025-03-21
ORD_004842,PAY_004842,324.08,2025-03-21
ORD_004862,PAY_004862,143.57,2025-03-20
ORD_004922,PAY_004922,364.75,2025-03-21
ORD_000047,PAY_000047,449.25,2025-03-24
ORD_000075,PAY_000075,428.13,2025-03-24
ORD_000156,PAY_000156,61.20,2025-03-24
ORD_000224,PAY_000224,261.47,2025-03-24
ORD_000266,PAY_000266,79.62,2025-03-24
ORD_000329,PAY_000329,38.08,2025-03-24
ORD_000406,PAY_000406,342.88,2025-03-24
ORD_000474,PAY_000474,474.03,2025-03-24
ORD_000513,PAY_000513,40.66,2025-03-24
ORD_000595,PAY_000595,208.93,2025-03-24
ORD_000614,PAY_000614,78.70,2025-03-24
ORD_000690,PAY_000690,490.30,2025-03-24
ORD_000704,PAY_000704,2.76,2025-03-24
ORD_000896,PAY_000896,173.22,2025-03-24
ORD_000999,PAY_000999,141.76,2025-03-24
ORD_001352,PAY_001352,36.31,2025-03-24
ORD_001405,PAY_001405,257.74,2025-03-24
ORD_001683,PAY_001683,311.24,2025-03-24
ORD_001709,PAY_001709,50.46,2025-03-24
ORD_001857,PAY_001857,363.32,2025-03-24
ORD_001996,PAY_001996,71.84,2025-03-24
ORD_002011,PAY_002011,272.09,2025-03-24
ORD_002016,PAY_002016,135.89,2025-03-24
ORD_002040,PAY_002040,452.14,2025-03-24
ORD_002072,PAY_002072,66.19,2025-03-24
ORD_002122,PAY_002122,177.44,2025-03-24
ORD_002315,PAY_002315,75.64,2025-03-24
ORD_002554,PAY_002554,164.24,2025-03-24
ORD_002816,PAY_002816,261.64,2025-03-24
ORD_002820,PAY_002820,377.02,2025-03-24
ORD_002944,PAY_002944,332.65,2025-03-24
ORD_002967,PAY_002967,419.26,2025-03-24
ORD_002981,PAY_002981,415.16,2025-03-24
ORD_003189,PAY_003189,288.61,2025-03-24
ORD_003218,PAY_003218,409.32,2025-03-24
ORD_003237,PAY_003237,122.35,2025-03-24
ORD_003380,PAY_003380,18.53,2025-03-24
ORD_003463,PAY_003463,194.46,2025-03-24
ORD_003509,PAY_003509,233.12,2025-03-24
ORD_003600,PAY_003600,341.28,2025-03-24
ORD_003678,PAY_003678,150.38,2025-03-24
ORD_003757,PAY_003757,142.61,2025-03-24
ORD_003817,PAY_003817,41.23,2025-03-24
ORD_003839,PAY_003839,219.34,2025-03-24
ORD_003849,PAY_003849,38.48,2025-03-24
ORD_004066,PAY_004066,329.13,2025-03-24
ORD_004161,PAY_004161,319.84,2025-03-24
ORD_004194,PAY_004194,451.12,2025-03-24
ORD_004259,PAY_004259,463.68,2025-03-24
ORD_004262,PAY_004262,218.54,2025-03-24
ORD_004370,PAY_004370,19.99,2025-03-24
ORD_004471,PAY_004471,461.73,2025-03-24
ORD_004488,PAY_004488,383.03,2025-03-24
ORD_004549,PAY_004549,231.94,2025-03-24
ORD_004615,PAY_004615,276.74,2025-03-24
ORD_004673,PAY_004673,428.67,2025-03-24
ORD_004686,PAY_004686,14.08,2025-03-24
ORD_004743,PAY_004743,183.84,2025-03-24
ORD_004859,PAY_004859,276.76,2025-03-24
ORD_004891,PAY_004891,495.83,2025-03-24
ORD_004901,PAY_004901,317.02,2025-03-24
ORD_004929,PAY_004929,182.34,2025-03-24
ORD_000170,PAY_000170,318.15,2025-03-25
ORD_000556,PAY_000556,97.89,2025-03-25
ORD_001054,PAY_001054,141.71,2025-03-24
ORD_001092,PAY_001092,317.63,2025-03-25
ORD_001198,PAY_001198,473.40,2025-03-25
ORD_001520,PAY_001520,198.79,2025-03-25
ORD_001797,PAY_001797,125.85,2025-03-25
ORD_001897,PAY_001897,446.11,2025-03-21
ORD_002289,PAY_002289,139.00,2025-03-25
ORD_002628,PAY_002628,31.75,2025-03-24
ORD_002644,PAY_002644,133.88,2025-03-25
ORD_002684,PAY_002684,333.26,2025-03-24
ORD_003314,PAY_003314,219.35,2025-03-25
ORD_003338,PAY_003338,403.78,2025-03-25
ORD_003554,PAY_003554,141.62,2025-03-25
ORD_003834,PAY_003834,144.18,2025-03-25
ORD_004278,PAY_004278,448.57,2025-03-25
ORD_004562,PAY_004562,6.76,2025-03-21
ORD_004792,PAY_004792,377.76,2025-03-21
ORD_000076,PAY_000076,458.99,2025-03-26
ORD_000397,PAY_000397,216.79,2025-03-26
ORD_000822,PAY_000822,67.75,2025-03-26
ORD_000909,PAY_000909,69.43,2025-03-26
ORD_000930,PAY_000930,370.43,2025-03-26
ORD_001795,PAY_001795,57.54,2025-03-26
ORD_002594,PAY_002594,409.50,2025-03-26
ORD_003010,PAY_003010,130.53,2025-03-26
ORD_003014,PAY_003014,265.11,2025-03-24
ORD_003589,PAY_003589,195.48,2025-03-26
ORD_003672,PAY_003672,370.15,2025-03-26
ORD_003949,PAY_003949,428.55,2025-03-26
ORD_004056,PAY_004056,94.05,2025-03-26
ORD_004100,PAY_004100,221.06,2025-03-26
ORD_004173,PAY_004173,128.15,2025-03-26
ORD_000318,PAY_000318,119.25,2025-03-27
ORD_000657,PAY_000657,451.47,2025-03-27
ORD_000668,PAY_000668,319.85,2025-03-27
ORD_001588,PAY_001588,308.07,2025-03-27
ORD_002240,PAY_002240,234.76,2025-03-27
ORD_002294,PAY_002294,304.04,2025-03-27
ORD_002343,PAY_002343,474.30,2025-03-24
ORD_002407,PAY_002407,373.62,2025-03-27
ORD_002731,PAY_002731,354.37,2025-03-27
ORD_003243,PAY_003243,393.78,2025-03-27
ORD_003414,PAY_003414,237.61,2025-03-27
ORD_003650,PAY_003650,381.84,2025-03-27
ORD_003696,PAY_003696,143.15,2025-03-27
ORD_004438,PAY_004438,156.16,2025-03-27
ORD_004517,PAY_004517,432.64,2025-03-27
ORD_004705,PAY_004705,421.64,2025-03-27
ORD_004831,PAY_004831,51.30,2025-03-27
ORD_000094,PAY_000094,120.90,2025-03-28
ORD_000220,PAY_000220,486.62,2025-03-28
ORD_000400,PAY_000400,8.02,2025-03-28
ORD_000463,PAY_000463,271.55,2025-03-28
ORD_000737,PAY_000737,488.62,2025-03-28
ORD_001025,PAY_001025,87.80,2025-03-28
ORD_001387,PAY_001387,273.47,2025-03-28
ORD_001552,PAY_001552,351.10,2025-03-28
ORD_001646,PAY_001646,120.51,2025-03-25
ORD_001714,PAY_001714,390.42,2025-03-28
ORD_001870,PAY_001870,113.98,2025-03-28
ORD_001921,PAY_001921,280.65,2025-03-28
ORD_002078,PAY_002078,353.98,2025-03-28
ORD_002549,PAY_002549,469.02,2025-03-26
ORD_003110,PAY_003110,142.11,2025-03-28
ORD_003140,PAY_003140,10.01,2025-03-28
ORD_003467,PAY_003467,195.86,2025-03-28
ORD_004386,PAY_004386,252.09,2025-03-28
ORD_004439,PAY_004439,174.59,2025-03-28
ORD_004515,PAY_004515,115.99,2025-03-28
ORD_004570,PAY_004570,251.62,2025-03-28
ORD_004611,PAY_004611,216.54,2025-03-28
ORD_004845,PAY_004845,5.05,2025-03-28
ORD_004866,PAY_004866,300.79,2025-03-26
ORD_000043,PAY_000043,50.41,2025-03-31
ORD_000067,PAY_000067,397.87,2025-03-31
ORD_000112,PAY_000112,361.37,2025-03-31
ORD_000199,PAY_000199,141.69,2025-03-31
ORD_000262,PAY_000262,160.72,2025-03-31
ORD_000373,PAY_000373,267.03,2025-03-31
ORD_000475,PAY_000475,48.51,2025-03-31
ORD_000506,PAY_000506,124.47,2025-03-31
ORD_000516,PAY_000516,365.93,2025-03-31
ORD_000529,PAY_000529,213.39,2025-03-31
ORD_000592,PAY_000592,211.29,2025-03-31
ORD_000918,PAY_000918,470.76,2025-03-31
ORD_001216,PAY_001216,82.92,2025-03-31
ORD_001353,PAY_001353,353.64,2025-03-31
ORD_001403,PAY_001403,145.81,2025-03-31
ORD_001548,PAY_001548,88.99,2025-03-31
ORD_001581,PAY_001581,81.84,2025-03-31
ORD_001670,PAY_001670,271.65,2025-03-31
ORD_001791,PAY_001791,104.84,2025-03-31
ORD_001970,PAY_001970,273.28,2025-03-31
ORD_002136,PAY_002136,466.79,2025-03-31
ORD_002144,PAY_002144,382.65,2025-03-31
ORD_002219,PAY_002219,173.48,2025-03-31
ORD_002293,PAY_002293,108.89,2025-03-31
ORD_002372,PAY_002372,348.72,2025-03-31
ORD_002992,PAY_002992,71.83,2025-03-31
ORD_003159,PAY_003159,233.97,2025-03-31
ORD_003319,PAY_003319,396.21,2025-03-31
ORD_003364,PAY_003364,64.50,2025-03-31
ORD_003468,PAY_003468,242.63,2025-03-31
ORD_003569,PAY_003569,113.78,2025-03-31
ORD_003572,PAY_003572,118.09,2025-03-31
ORD_003652,PAY_003652,455.55,2025-03-31
ORD_003748,PAY_003748,382.00,2025-03-31
ORD_003802,PAY_003802,40.21,2025-03-31
ORD_003896,PAY_003896,371.79,2025-03-31
ORD_004036,PAY_004036,328.96,2025-03-31
ORD_004083,PAY_004083,55.17,2025-03-31
ORD_004103,PAY_004103,236.49,2025-03-31
ORD_004357,PAY_004357,259.04,2025-03-31
ORD_004430,PAY_004430,480.88,2025-03-31
ORD_004441,PAY_004441,139.05,2025-03-31
ORD_004648,PAY_004648,375.90,2025-03-31
ORD_004671,PAY_004671,225.62,2025-03-31
ORD_004780,PAY_004780,276.54,2025-03-31
ORD_004982,PAY_004982,325.78,2025-03-31
ORD_004984,PAY_004984,123.96,2025-03-31
ORD_000168,PAY_000168,481.68,2025-04-01
ORD_000183,PAY_000183,235.83,2025-04-01
ORD_000276,PAY_000276,414.46,2025-04-01
ORD_000483,PAY_000483,301.58,2025-04-01
ORD_000493,PAY_000493,309.09,2025-04-01
ORD_000699,PAY_000699,14.45,2025-03-27
ORD_000787,PAY_000787,75.94,2025-04-01
ORD_000792,PAY_000792,318.59,2025-04-01
ORD_000801,PAY_000801,413.33,2025-04-01
ORD_001894,PAY_001894,488.10,2025-04-01
ORD_002763,PAY_002763,294.57,2025-04-01
ORD_002862,PAY_002862,108.91,2025-04-01
ORD_003085,PAY_003085,270.69,2025-04-01
ORD_003360,PAY_003360,431.24,2025-04-01
ORD_003654,PAY_003654,381.49,2025-04-01
ORD_004022,PAY_004022,209.23,2025-04-01
ORD_004118,PAY_004118,481.42,2025-04-01
ORD_004531,PAY_004531,320.52,2025-04-01
ORD_004730,PAY_004730,82.17,2025-04-01
ORD_004794,PAY_004794,252.06,2025-04-01
ORD_004967,PAY_004967,11.91,2025-04-01
ORD_004972,PAY_004972,86.07,2025-04-01
ORD_000877,PAY_000877,314.08,2025-04-02
ORD_000974,PAY_000974,2.82,2025-04-02
ORD_001007,PAY_001007,324.54,2025-04-02
ORD_001064,PAY_001064,33.93,2025-04-02
ORD_001075,PAY_001075,165.40,2025-04-02
ORD_001145,PAY_001145,198.55,2025-04-02
ORD_001241,PAY_001241,91.78,2025-04-02
ORD_001275,PAY_001275,327.99,2025-04-02
ORD_001293,PAY_001293,186.17,2025-04-02
ORD_001877,PAY_001877,20.79,2025-04-02
ORD_002237,PAY_002237,425.58,2025-04-02
ORD_002548,PAY_002548,308.58,2025-04-02
ORD_002853,PAY_002853,207.01,2025-04-02
ORD_002936,PAY_002936,369.42,2025-04-02
ORD_002966,PAY_002966,170.55,2025-04-02
ORD_003239,PAY_003239,359.23,2025-04-02
ORD_003301,PAY_003301,238.60,2025-04-02
ORD_003618,PAY_003618,420.91,2025-04-02
ORD_003676,PAY_003676,187.89,2025-04-02
ORD_004110,PAY_004110,158.72,2025-04-02
ORD_004381,PAY_004381,388.68,2025-04-02
ORD_004420,PAY_004420,145.26,2025-03-31
ORD_004605,PAY_004605,373.35,2025-04-02
ORD_004786,PAY_004786,83.04,2025-04-02
ORD_000693,PAY_000693,281.11,2025-04-03
ORD_000701,PAY_000701,151.25,2025-04-03
ORD_000751,PAY_000751,116.05,2025-04-03
ORD_002054,PAY_002054,257.20,2025-04-03
ORD_002204,PAY_002204,131.80,2025-04-03
ORD_002305,PAY_002305,48.01,2025-04-03
ORD_002433,PAY_002433,235.25,2025-04-03
ORD_002946,PAY_002946,64.42,2025-04-03
ORD_003278,PAY_003278,72.75,2025-04-03
ORD_003437,PAY_003437,222.77,2025-04-03
ORD_003574,PAY_003574,142.40,2025-04-03
ORD_003791,PAY_003791,343.86,2025-04-03
ORD_003865,PAY_003865,278.28,2025-04-03
ORD_003993,PAY_003993,420.42,2025-04-03
ORD_004095,PAY_004095,101.75,2025-04-03
ORD_004509,PAY_004509,63.80,2025-04-02
ORD_004914,PAY_004914,436.24,2025-04-03
ORD_000315,PAY_000315,369.00,2025-04-04
ORD_000322,PAY_000322,385.61,2025-04-04
ORD_001045,PAY_001045,443.91,2025-04-04
ORD_001262,PAY_001262,33.03,2025-04-03
ORD_001287,PAY_001287,386.93,2025-04-04
ORD_001846,PAY_001846,99.22,2025-04-04
ORD_002127,PAY_002127,172.16,2025-04-04
ORD_002168,PAY_002168,378.97,2025-04-04
ORD_002371,PAY_002371,215.13,2025-04-04
ORD_002806,PAY_002806,320.68,2025-04-04
ORD_002883,PAY_002883,155.83,2025-04-04
ORD_003018,PAY_003018,291.97,2025-04-04
ORD_003353,PAY_003353,13.64,2025-04-04
ORD_003436,PAY_003436,495.13,2025-04-04
ORD_003448,PAY_003448,132.99,2025-04-04
ORD_003611,PAY_003611,201.18,2025-04-04
ORD_003761,PAY_003761,239.42,2025-04-04
ORD_003827,PAY_003827,66.48,2025-04-04
ORD_004614,PAY_004614,405.36,2025-04-03
ORD_004632,PAY_004632,312.54,2025-04-04
ORD_000126,PAY_000126,95.73,2025-04-07
ORD_000146,PAY_000146,476.98,2025-04-07
ORD_000368,PAY_000368,365.81,2025-04-07
ORD_000514,PAY_000514,283.52,2025-04-07
ORD_000570,PAY_000570,440.83,2025-04-07
ORD_000579,PAY_000579,193.34,2025-04-07
ORD_000587,PAY_000587,6.25,2025-04-07
ORD_000746,PAY_000746,16.56,2025-04-07
ORD_000756,PAY_000756,372.49,2025-04-07
ORD_000890,PAY_000890,25.28,2025-04-07
ORD_000949,PAY_000949,374.05,2025-04-07
ORD_001079,PAY_001079,406.87,2025-04-07
ORD_001101,PAY_001101,21.50,2025-04-07
ORD_001324,PAY_001324,468.27,2025-04-07
ORD_001716,PAY_001716,105.32,2025-04-07
ORD_001786,PAY_001786,345.17,2025-04-07
ORD_001884,PAY_001884,404.26,2025-04-07
ORD_001885,PAY_001885,213.19,2025-04-07
ORD_001992,PAY_001992,429.11,2025-04-07
ORD_001997,PAY_001997,256.71,2025-04-07
ORD_002049,PAY_002049,397.28,2025-04-07
ORD_002126,PAY_002126,490.15,2025-04-07
ORD_002230,PAY_002230,53.06,2025-04-07
ORD_002282,PAY_002282,448.71,2025-04-07
ORD_002408,PAY_002408,436.58,2025-04-07
ORD_002469,PAY_002469,149.35,2025-04-07
ORD_002483,PAY_002483,114.47,2025-04-07
ORD_002542,PAY_002542,260.75,2025-04-07
ORD_002586,PAY_002586,433.79,2025-04-07
ORD_002955,PAY_002955,99.83,2025-04-07
ORD_003121,PAY_003121,459.42,2025-04-07
ORD_003122,PAY_003122,401.64,2025-04-07
ORD_003155,PAY_003155,242.46,2025-04-07
ORD_003219,PAY_003219,39.33,2025-04-07
ORD_003264,PAY_003264,420.39,2025-04-07
ORD_003340,PAY_003340,95.46,2025-04-07
ORD_003365,PAY_003365,345.28,2025-04-07
ORD_003544,PAY_003544,70.17,2025-04-07
ORD_003706,PAY_003706,331.07,2025-04-07
ORD_003767,PAY_003767,112.82,2025-04-07
ORD_003998,PAY_003998,359.69,2025-04-07
ORD_004222,PAY_004222,374.00,2025-04-07
ORD_004455,PAY_004455,119.33,2025-04-07
ORD_004598,PAY_004598,458.06,2025-04-07
ORD_004627,PAY_004627,435.24,2025-04-07
ORD_004636,PAY_004636,426.87,2025-04-07
ORD_004667,PAY_004667,469.37,2025-04-07
ORD_004725,PAY_004725,384.20,2025-04-07
ORD_004834,PAY_004834,89.76,2025-04-07
ORD_004883,PAY_004883,179.03,2025-04-07
ORD_004985,PAY_004985,101.44,2025-04-07
ORD_000032,PAY_000032,206.60,2025-04-03
ORD_000664,PAY_000664,338.16,2025-04-08
ORD_000988,PAY_000988,466.04,2025-04-08
ORD_001014,PAY_001014,263.73,2025-04-08
ORD_001036,PAY_001036,202.55,2025-04-08
ORD_001369,PAY_001369,247.15,2025-04-08
ORD_002108,PAY_002108,245.34,2025-04-08
ORD_002627,PAY_002627,174.04,2025-04-08
ORD_002679,PAY_002679,34.84,2025-04-08
ORD_003421,PAY_003421,250.63,2025-04-08
ORD_003552,PAY_003552,142.19,2025-04-08
ORD_003755,PAY_003755,187.62,2025-04-08
ORD_003863,PAY_003863,6.01,2025-04-08
ORD_003936,PAY_003936,225.37,2025-04-08
ORD_004307,PAY_004307,91.44,2025-04-08
ORD_004702,PAY_004702,382.23,2025-04-08
ORD_004732,PAY_004732,63.76,2025-04-08
ORD_004925,PAY_004925,96.64,2025-04-08
ORD_000133,PAY_000133,224.62,2025-04-09
