order_id,payment_id,gross,fee,gst,net,captured_at,settled_at,credit_utr,credit_batch_id,break_type,is_original
ORD_004094,PAY_004094,77.36,1.55,0.28,75.57,2025-03-06,2025-03-10,UTR000000000018,18,rounding_drift,True
ORD_004639,PAY_004639,489.87,9.80,1.76,478.31,2025-03-06,2025-03-10,UTR000000000018,18,clean,True
ORD_004876,PAY_004876,397.03,7.94,1.43,387.66,2025-03-06,2025-03-10,UTR000000000018,18,clean,True
ORD_004896,PAY_004896,30.56,0.61,0.11,29.84,2025-03-06,2025-03-10,UTR000000000018,18,clean,True
ORD_000487,PAY_000487,75.66,1.51,0.27,73.88,2025-03-07,2025-03-11,UTR000000000018,18,chargeback_reversal,True
ORD_000854,PAY_000854,123.39,2.47,0.44,120.48,2025-03-04,2025-03-11,UTR000000000018,18,late_settlement,True
ORD_001096,PAY_001096,144.63,2.89,0.52,141.22,2025-03-06,2025-03-11,UTR000000000018,18,late_settlement,True
ORD_001575,PAY_001575,357.04,7.14,1.29,348.61,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_001656,PAY_001656,465.12,9.30,1.67,454.15,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_001810,PAY_001810,498.06,9.96,1.79,486.31,2025-03-07,2025-03-11,UTR000000000018,18,netting_split,True
ORD_001856,PAY_001856,403.89,8.08,1.45,394.34,2025-03-07,2025-03-11,UTR000000000018,18,rounding_drift,True
ORD_001924,PAY_001924,370.73,7.41,1.33,361.99,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_001940,PAY_001940,432.66,8.65,1.56,422.45,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_001975,PAY_001975,189.74,3.79,0.68,185.27,2025-03-06,2025-03-11,UTR000000000018,18,late_settlement,True
ORD_002659,PAY_002659,381.81,7.64,1.38,372.79,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_002750,PAY_002750,473.09,9.46,1.70,461.93,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_002941,PAY_002941,417.02,8.34,1.50,407.18,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_003329,PAY_003329,290.42,5.81,1.05,283.56,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_003543,PAY_003543,224.50,4.49,0.81,219.20,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_003609,PAY_003609,127.43,2.55,0.46,124.42,2025-03-07,2025-03-11,UTR000000000018,18,netting_split,True
ORD_004382,PAY_004382,150.98,3.02,0.54,147.42,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_004741,PAY_004741,10.82,0.22,0.04,10.56,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_004890,PAY_004890,162.75,3.26,0.59,158.90,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_004995,PAY_004995,160.48,3.21,0.58,156.69,2025-03-07,2025-03-11,UTR000000000018,18,clean,True
ORD_000015,PAY_000015,226.33,4.53,0.82,220.98,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000038,PAY_000038,166.44,3.33,0.60,162.51,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000073,PAY_000073,19.27,0.39,0.07,18.81,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000162,PAY_000162,487.63,9.75,1.76,476.12,2025-03-10,2025-03-12,UTR000000000018,18,refund,True
ORD_000242,PAY_000242,232.58,4.65,0.84,227.09,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000254,PAY_000254,135.81,2.72,0.49,132.60,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000282,PAY_000282,444.78,8.90,1.60,434.28,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000312,PAY_000312,302.88,6.06,1.09,295.73,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000555,PAY_000555,316.78,6.34,1.14,309.30,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000643,PAY_000643,454.10,9.08,1.63,443.39,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000692,PAY_000692,194.39,3.89,0.70,189.80,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000755,PAY_000755,168.01,3.36,0.60,164.05,2025-03-10,2025-03-12,UTR000000000018,18,clean,True
ORD_000827,PAY_000827,79.81,1.60,0.29,77.92,2025-03-10,2025-03-12,UTR000000000019,19,missing_order,True
ORD_001440,PAY_001440,22.24,0.44,0.08,21.72,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001456,PAY_001456,237.03,4.74,0.85,231.44,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001467,PAY_001467,404.38,8.09,1.46,394.83,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001483,PAY_001483,121.79,2.44,0.44,118.91,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001554,PAY_001554,450.60,9.01,1.62,439.97,2025-03-10,2025-03-12,UTR000000000019,19,chargeback_reversal,True
ORD_001604,PAY_001604,211.29,4.23,0.76,206.30,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001667,PAY_001667,38.09,0.76,0.14,37.19,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001741,PAY_001741,398.18,7.96,1.43,388.79,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001850,PAY_001850,78.21,1.56,0.28,76.37,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_001890,PAY_001890,30.05,0.60,0.11,29.34,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_002352,PAY_002352,368.03,7.36,1.32,359.35,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_002416,PAY_002416,196.09,3.92,0.71,191.49,2025-03-10,2025-03-12,UTR000000000019,19,rounding_drift,True
ORD_002481,PAY_002481,492.88,9.86,1.77,481.25,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_002514,PAY_002514,351.65,7.03,1.27,343.35,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_002517,PAY_002517,12.44,0.25,0.04,12.15,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_002519,PAY_002519,497.43,9.95,1.79,485.69,2025-03-05,2025-03-12,UTR000000000019,19,late_settlement,True
ORD_002622,PAY_002622,176.80,3.54,0.64,172.62,2025-03-10,2025-03-12,UTR000000000019,19,refund,True
ORD_002707,PAY_002707,156.90,3.14,0.57,153.19,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_002846,PAY_002846,443.22,8.86,1.59,432.77,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_003019,PAY_003019,219.02,4.38,0.79,213.85,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_003033,PAY_003033,192.59,3.85,0.69,188.05,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_003265,PAY_003265,33.79,0.68,0.12,32.99,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_003415,PAY_003415,309.44,6.19,1.11,302.14,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_003536,PAY_003536,304.64,6.09,1.10,297.45,2025-03-10,2025-03-12,UTR000000000019,19,refund,True
ORD_003783,PAY_003783,210.36,4.21,0.76,205.39,2025-03-10,2025-03-12,UTR000000000019,19,missing_order,True
ORD_003848,PAY_003848,258.76,5.18,0.93,252.65,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_003983,PAY_003983,106.57,2.13,0.38,104.06,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_004224,PAY_004224,412.46,8.25,1.48,402.73,2025-03-05,2025-03-12,UTR000000000019,19,late_settlement,True
ORD_004343,PAY_004343,43.77,0.88,0.16,42.69,2025-03-10,2025-03-12,UTR000000000019,19,rounding_drift,True
ORD_004423,PAY_004423,121.51,2.43,0.44,118.67,2025-03-10,2025-03-12,UTR000000000019,19,rounding_drift,True
ORD_004428,PAY_004428,72.98,1.46,0.26,71.26,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_004437,PAY_004437,193.17,3.86,0.69,188.62,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_004469,PAY_004469,447.99,8.96,1.61,437.38,2025-03-10,2025-03-12,UTR000000000019,19,rounding_drift,True
ORD_004528,PAY_004528,420.29,8.41,1.51,410.37,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_004590,PAY_004590,426.23,8.52,1.53,416.18,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_004733,PAY_004733,319.76,6.40,1.15,312.21,2025-03-10,2025-03-12,UTR000000000019,19,netting_split,True
ORD_004954,PAY_004954,313.79,6.28,1.13,306.38,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_004955,PAY_004955,469.27,9.39,1.69,458.19,2025-03-10,2025-03-12,UTR000000000019,19,clean,True
ORD_000426,PAY_000426,481.67,9.63,1.73,470.31,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_000653,PAY_000653,128.81,2.58,0.46,125.77,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_001685,PAY_001685,493.42,9.87,1.78,481.77,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_001813,PAY_001813,385.94,7.72,1.39,376.83,2025-03-11,2025-03-13,UTR000000000019,19,refund,True
ORD_002119,PAY_002119,380.21,7.60,1.37,371.24,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_002381,PAY_002381,50.72,1.01,0.18,49.53,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_002686,PAY_002686,181.35,3.63,0.65,177.07,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_002715,PAY_002715,480.84,9.62,1.73,469.49,2025-03-10,2025-03-13,UTR000000000019,19,late_settlement,True
ORD_003994,PAY_003994,5.69,0.11,0.02,5.56,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_004477,PAY_004477,449.64,8.99,1.62,439.03,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_004867,PAY_004867,200.41,4.01,0.72,195.68,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_004952,PAY_004952,309.95,6.20,1.12,302.63,2025-03-11,2025-03-13,UTR000000000019,19,clean,True
ORD_000191,PAY_000191,473.97,9.48,1.71,462.78,2025-03-12,2025-03-14,UTR000000000019,19,clean,True
ORD_000205,PAY_000205,88.79,1.78,0.32,86.69,2025-03-10,2025-03-14,UTR000000000019,19,late_settlement,True
ORD_000415,PAY_000415,124.46,2.49,0.45,121.52,2025-03-12,2025-03-14,UTR000000000019,19,clean,True
ORD_000561,PAY_000561,135.90,2.72,0.49,132.69,2025-03-12,2025-03-14,UTR000000000019,19,clean,True
ORD_000700,PAY_000700,427.60,8.55,1.54,417.51,2025-03-12,2025-03-14,UTR000000000019,19,clean,True
ORD_000752,PAY_000752,299.54,5.99,1.08,292.47,2025-03-12,2025-03-14,UTR000000000019,19,clean,True
ORD_000770,PAY_000770,238.80,4.78,0.86,233.16,2025-03-12,2025-03-14,UTR000000000019,19,clean,True
ORD_000892,PAY_000892,364.18,7.28,1.31,355.59,2025-03-12,2025-03-14,UTR000000000019,19,clean,True
ORD_001080,PAY_001080,404.96,8.10,1.46,395.42,2025-03-12,2025-03-14,UTR000000000020,20,rounding_drift,True
ORD_001541,PAY_001541,139.87,2.80,0.50,136.57,2025-03-12,2025-03-14,UTR000000000020,20,missing_order,True
ORD_001983,PAY_001983,393.08,7.86,1.41,383.81,2025-03-12,2025-03-14,UTR000000000020,20,clean,True
ORD_002099,PAY_002099,476.37,9.53,1.72,465.12,2025-03-11,2025-03-14,UTR000000000020,20,late_settlement,True
ORD_002629,PAY_002629,335.35,6.71,1.21,327.43,2025-03-12,2025-03-14,UTR000000000020,20,clean,True
ORD_002916,PAY_002916,411.52,8.23,1.48,401.81,2025-03-12,2025-03-14,UTR000000000020,20,clean,True
ORD_002985,PAY_002985,373.26,7.47,1.34,364.46,2025-03-12,2025-03-14,UTR000000000020,20,rounding_drift,True
ORD_003333,PAY_003333,41.81,0.84,0.15,40.82,2025-03-12,2025-03-14,UTR000000000020,20,clean,True
ORD_003664,PAY_003664,197.18,3.94,0.71,192.53,2025-03-11,2025-03-14,UTR000000000020,20,late_settlement,True
ORD_003701,PAY_003701,45.64,0.91,0.16,44.57,2025-03-12,2025-03-14,UTR000000000020,20,clean,True
ORD_004046,PAY_004046,331.06,6.62,1.19,323.25,2025-03-12,2025-03-14,UTR000000000020,20,missing_order,True
ORD_004360,PAY_004360,355.72,7.11,1.28,347.33,2025-03-12,2025-03-14,UTR000000000020,20,missing_order,True
ORD_004483,PAY_004483,356.76,7.14,1.29,348.33,2025-03-12,2025-03-14,UTR000000000020,20,clean,True
ORD_004561,PAY_004561,498.76,9.98,1.80,486.98,2025-03-12,2025-03-14,UTR000000000020,20,chargeback_reversal,True
ORD_004816,PAY_004816,112.30,2.25,0.40,109.65,2025-03-10,2025-03-14,UTR000000000020,20,late_settlement,True
ORD_004950,PAY_004950,290.91,5.82,1.05,284.04,2025-03-10,2025-03-14,UTR000000000020,20,late_settlement,True
ORD_004957,PAY_004957,261.30,5.23,0.94,255.13,2025-03-12,2025-03-14,UTR000000000020,20,chargeback_reversal,True
ORD_004963,PAY_004963,286.31,5.73,1.03,279.55,2025-03-12,2025-03-14,UTR000000000020,20,clean,True
ORD_004964,PAY_004964,107.18,2.14,0.39,104.65,2025-03-10,2025-03-14,UTR000000000020,20,late_settlement,True
ORD_004981,PAY_004981,384.51,7.69,1.38,375.44,2025-03-07,2025-03-14,UTR000000000020,20,late_settlement,True
ORD_000253,PAY_000253,266.45,5.33,0.96,260.16,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_000726,PAY_000726,27.52,0.55,0.10,26.87,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_000945,PAY_000945,94.24,1.88,0.34,92.02,2025-03-13,2025-03-17,UTR000000000020,20,missing_order,True
ORD_000952,PAY_000952,167.88,3.36,0.60,163.92,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_001049,PAY_001049,376.12,7.52,1.35,367.25,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_001638,PAY_001638,37.62,0.75,0.14,36.73,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_001692,PAY_001692,399.50,7.99,1.44,390.07,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_001740,PAY_001740,399.93,8.00,1.44,390.49,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_001784,PAY_001784,378.11,7.56,1.36,369.19,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_002607,PAY_002607,402.28,8.05,1.45,392.78,2025-03-10,2025-03-17,UTR000000000020,20,late_settlement,True
ORD_002663,PAY_002663,283.62,5.67,1.02,276.93,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_002711,PAY_002711,38.65,0.77,0.14,37.74,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_002805,PAY_002805,140.20,2.80,0.50,136.90,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_002843,PAY_002843,379.80,7.60,1.37,370.83,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_002938,PAY_002938,457.31,9.15,1.65,446.53,2025-03-13,2025-03-17,UTR000000000020,20,rounding_drift,True
ORD_002958,PAY_002958,163.89,3.28,0.59,160.02,2025-03-13,2025-03-17,UTR000000000020,20,refund,True
ORD_003002,PAY_003002,234.74,4.69,0.84,229.21,2025-03-13,2025-03-17,UTR000000000020,20,missing_order,True
ORD_003062,PAY_003062,71.08,1.42,0.26,69.40,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_003433,PAY_003433,225.14,4.50,0.81,219.83,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_003607,PAY_003607,125.01,2.50,0.45,122.06,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_003648,PAY_003648,137.61,2.75,0.50,134.36,2025-03-13,2025-03-17,UTR000000000020,20,clean,True
ORD_004519,PAY_004519,490.20,9.80,1.76,478.64,2025-03-13,2025-03-17,UTR000000000021,21,chargeback_reversal,True
ORD_004691,PAY_004691,365.34,7.31,1.32,356.71,2025-03-13,2025-03-17,UTR000000000021,21,duplicate_utr,True
ORD_004711,PAY_004711,232.30,4.65,0.84,226.81,2025-03-13,2025-03-17,UTR000000000021,21,clean,True
ORD_004871,PAY_004871,265.86,5.32,0.96,259.58,2025-03-13,2025-03-17,UTR000000000021,21,clean,True
ORD_000283,PAY_000283,115.58,2.31,0.42,112.85,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_000951,PAY_000951,360.53,7.21,1.30,352.02,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_001090,PAY_001090,350.52,7.01,1.26,342.25,2025-03-11,2025-03-18,UTR000000000021,21,late_settlement,True
ORD_001858,PAY_001858,176.19,3.52,0.63,172.08,2025-03-14,2025-03-18,UTR000000000021,21,rounding_drift,True
ORD_002023,PAY_002023,227.22,4.54,0.82,221.86,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_002373,PAY_002373,383.36,7.67,1.38,374.31,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_002543,PAY_002543,415.53,8.31,1.50,405.72,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_002712,PAY_002712,151.75,3.04,0.55,148.16,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_002873,PAY_002873,217.76,4.36,0.78,212.62,2025-03-14,2025-03-18,UTR000000000021,21,refund,True
ORD_003049,PAY_003049,395.03,7.90,1.42,385.71,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_003407,PAY_003407,185.75,3.72,0.67,181.36,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_003727,PAY_003727,304.82,6.10,1.10,297.62,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_003746,PAY_003746,103.34,2.07,0.37,100.90,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_003763,PAY_003763,158.20,3.16,0.57,154.47,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_004016,PAY_004016,324.96,6.50,1.17,317.29,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_004150,PAY_004150,492.85,9.86,1.77,481.22,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_004165,PAY_004165,18.19,0.36,0.06,17.77,2025-03-14,2025-03-18,UTR000000000021,21,clean,True
ORD_004554,PAY_004554,173.81,3.48,0.63,169.70,2025-03-14,2025-03-18,UTR000000000021,21,chargeback_reversal,True
ORD_004933,PAY_004933,136.08,2.72,0.49,132.91,2025-03-14,2025-03-18,UTR000000000021,21,rounding_drift,True
ORD_000172,PAY_000172,452.96,9.06,1.63,442.27,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_000189,PAY_000189,191.23,3.82,0.69,186.72,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_000347,PAY_000347,46.87,0.94,0.17,45.76,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_000780,PAY_000780,146.98,2.94,0.53,143.51,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_000829,PAY_000829,419.84,8.40,1.51,409.93,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_000908,PAY_000908,118.55,2.37,0.43,115.75,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_000925,PAY_000925,42.74,0.85,0.15,41.74,2025-03-17,2025-03-19,UTR000000000021,21,netting_split,True
ORD_000970,PAY_000970,83.87,1.68,0.30,81.89,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_001062,PAY_001062,373.28,7.47,1.34,364.47,2025-03-17,2025-03-19,UTR000000000021,21,chargeback_reversal,True
ORD_001093,PAY_001093,154.08,3.08,0.55,150.45,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_001172,PAY_001172,294.60,5.89,1.06,287.65,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_001303,PAY_001303,267.15,5.34,0.96,260.85,2025-03-17,2025-03-19,UTR000000000021,21,netting_split,True
ORD_001546,PAY_001546,360.09,7.20,1.30,351.59,2025-03-12,2025-03-19,UTR000000000021,21,late_settlement,True
ORD_001610,PAY_001610,350.37,7.01,1.26,342.10,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_001652,PAY_001652,61.04,1.22,0.22,59.60,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_001733,PAY_001733,270.35,5.41,0.97,263.97,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_001782,PAY_001782,391.15,7.82,1.41,381.92,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_001859,PAY_001859,341.75,6.84,1.23,333.68,2025-03-17,2025-03-19,UTR000000000021,21,refund,True
ORD_001986,PAY_001986,63.80,1.28,0.23,62.29,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002068,PAY_002068,487.03,9.74,1.75,475.54,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002171,PAY_002171,234.93,4.70,0.85,229.38,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002178,PAY_002178,482.60,9.65,1.74,471.21,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002198,PAY_002198,148.85,2.98,0.54,145.33,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002225,PAY_002225,429.77,8.60,1.55,419.62,2025-03-17,2025-03-19,UTR000000000021,21,refund,True
ORD_002243,PAY_002243,272.61,5.45,0.98,266.18,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002246,PAY_002246,348.86,6.98,1.26,340.62,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002324,PAY_002324,147.91,2.96,0.53,144.42,2025-03-17,2025-03-19,UTR000000000021,21,clean,True
ORD_002396,PAY_002396,485.63,9.71,1.75,474.17,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_002405,PAY_002405,103.35,2.07,0.37,100.91,2025-03-13,2025-03-19,UTR000000000022,22,late_settlement,True
ORD_002557,PAY_002557,120.67,2.41,0.43,117.83,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_002688,PAY_002688,87.05,1.74,0.31,85.00,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_002778,PAY_002778,52.54,1.05,0.19,51.27,2025-03-17,2025-03-19,UTR000000000022,22,rounding_drift,True
ORD_002964,PAY_002964,58.31,1.17,0.21,56.93,2025-03-17,2025-03-19,UTR000000000022,22,netting_split,True
ORD_003032,PAY_003032,187.51,3.75,0.68,183.08,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_003098,PAY_003098,310.21,6.20,1.12,302.89,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_003111,PAY_003111,341.17,6.82,1.23,333.12,2025-03-17,2025-03-19,UTR000000000022,22,missing_order,True
ORD_003181,PAY_003181,380.31,7.61,1.37,371.33,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_003302,PAY_003302,224.14,4.48,0.81,218.83,2025-03-17,2025-03-19,UTR000000000022,22,rounding_drift,True
ORD_003577,PAY_003577,212.27,4.25,0.76,207.26,2025-03-17,2025-03-19,UTR000000000022,22,missing_order,True
ORD_003736,PAY_003736,111.62,2.23,0.40,108.99,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_003756,PAY_003756,241.60,4.83,0.87,235.90,2025-03-17,2025-03-19,UTR000000000022,22,missing_order,True
ORD_003867,PAY_003867,4.53,0.09,0.02,4.42,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_004003,PAY_004003,207.69,4.15,0.75,202.79,2025-03-12,2025-03-19,UTR000000000022,22,late_settlement,True
ORD_004145,PAY_004145,214.25,4.28,0.77,209.20,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_004229,PAY_004229,206.11,4.12,0.74,201.25,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_004312,PAY_004312,117.89,2.36,0.42,115.11,2025-03-17,2025-03-19,UTR000000000022,22,missing_order,True
ORD_004414,PAY_004414,314.51,6.29,1.13,307.09,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_004547,PAY_004547,104.56,2.09,0.38,102.09,2025-03-17,2025-03-19,UTR000000000022,22,clean,True
ORD_004727,PAY_004727,126.70,2.53,0.46,123.71,2025-03-17,2025-03-19,UTR000000000022,22,missing_order,True
ORD_000308,PAY_000308,126.40,2.53,0.46,123.41,2025-03-18,2025-03-20,UTR000000000022,22,duplicate_utr,True
ORD_000750,PAY_000750,265.81,5.32,0.96,259.53,2025-03-17,2025-03-20,UTR000000000022,22,late_settlement,True
ORD_000940,PAY_000940,193.68,3.87,0.70,189.11,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_001245,PAY_001245,172.44,3.45,0.62,168.37,2025-03-18,2025-03-20,UTR000000000022,22,refund,True
ORD_001599,PAY_001599,489.61,9.79,1.76,478.06,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_001607,PAY_001607,281.71,5.63,1.01,275.05,2025-03-18,2025-03-20,UTR000000000022,22,rounding_drift,True
ORD_001650,PAY_001650,318.93,6.38,1.15,311.40,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_001938,PAY_001938,348.04,6.96,1.25,339.83,2025-03-13,2025-03-20,UTR000000000022,22,late_settlement,True
ORD_002085,PAY_002085,187.61,3.75,0.68,183.18,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_002116,PAY_002116,303.36,6.07,1.09,296.20,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_002161,PAY_002161,232.38,4.65,0.84,226.89,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_002188,PAY_002188,159.63,3.19,0.57,155.87,2025-03-18,2025-03-20,UTR000000000022,22,netting_split,True
ORD_002366,PAY_002366,382.08,7.64,1.38,373.06,2025-03-18,2025-03-20,UTR000000000022,22,netting_split,True
ORD_003440,PAY_003440,159.15,3.18,0.57,155.40,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_003935,PAY_003935,36.61,0.73,0.13,35.75,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_004010,PAY_004010,144.52,2.89,0.52,141.11,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_004045,PAY_004045,262.53,5.25,0.94,256.34,2025-03-17,2025-03-20,UTR000000000022,22,late_settlement,True
ORD_004047,PAY_004047,172.24,3.44,0.62,168.18,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_004245,PAY_004245,211.66,4.23,0.76,206.67,2025-03-18,2025-03-20,UTR000000000022,22,clean,True
ORD_004629,PAY_004629,90.82,1.82,0.33,88.67,2025-03-18,2025-03-20,UTR000000000023,23,clean,True
ORD_000145,PAY_000145,404.19,8.08,1.45,394.66,2025-03-19,2025-03-21,UTR000000000023,23,clean,True
ORD_001328,PAY_001328,31.01,0.62,0.11,30.28,2025-03-19,2025-03-21,UTR000000000023,23,clean,True
ORD_001583,PAY_001583,375.00,7.50,1.35,366.15,2025-03-19,2025-03-21,UTR000000000023,23,netting_split,True
ORD_002165,PAY_002165,94.18,1.88,0.34,91.96,2025-03-19,2025-03-21,UTR000000000023,23,clean,True
